Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3
8/1/2009,02:07:00,0.458,0.218,247.820,2.000,0.000,2.000,0.0
17/12/2007,20:02:00,3.904,0.000,239.060,16.200,0.000,0.000,18.0
28/2/2009,07:49:00,1.674,0.000,240.910,7.600,0.000,0.000,0.0
25/8/2009,14:48:00,0.230,0.114,242.800,1.000,0.000,0.000,0.0
13/5/2008,03:58:00,0.254,0.110,240.090,1.200,0.000,0.000,0.0
6/11/2010,07:54:00,2.32,0.152,238.41,9.6,0.0,1.0,19.0
7/8/2009,10:11:00,0.236,0.134,241.120,1.000,0.000,0.000,0.0
1/8/2010,00:02:00,0.152,0.000,238.450,0.600,0.000,0.000,1.0
18/7/2007,16:06:00,0.188,0.068,226.450,0.800,0.000,1.000,0.0
27/7/2007,11:44:00,0.118,0.000,234.670,0.600,0.000,0.000,0.0
30/10/2009,09:45:00,1.662,0.110,237.400,7.000,0.000,1.000,18.0
24/10/2010,14:14:00,2.864,0.326,244.700,12.200,1.000,18.000,19.0
27/3/2007,23:19:00,0.242,0.000,243.250,1.000,0.000,1.000,0.0
22/10/2010,12:16:00,1.720,0.000,242.080,7.000,0.000,0.000,19.0
11/6/2007,13:46:00,0.306,0.258,241.590,1.600,0.000,2.000,0.0
28/3/2007,17:24:00,0.604,0.302,243.400,2.800,0.000,5.000,0.0
17/7/2008,15:46:00,0.542,0.228,239.410,2.600,0.000,1.000,1.0
31/10/2010,00:08:00,2.458,0.328,244.52,10.0,0.0,1.0,0.0
16/2/2008,09:56:00,1.424,0.074,238.530,6.000,0.000,0.000,17.0
23/8/2007,04:48:00,0.108,0.000,240.170,0.400,0.000,0.000,0.0
3/2/2009,13:42:00,3.810,0.066,241.050,15.800,38.000,0.000,17.0
27/2/2010,18:07:00,2.372,0.070,240.520,10.400,10.000,0.000,18.0
11/5/2008,12:32:00,0.458,0.218,240.880,2.200,0.000,1.000,0.0
8/8/2008,11:18:00,0.334,0.366,238.690,2.000,0.000,1.000,1.0
9/2/2007,05:29:00,0.370,0.196,238.010,1.800,0.000,2.000,0.0
24/9/2010,23:34:00,0.252,0.054,242.870,1.200,0.000,0.000,0.0
16/12/2008,10:25:00,1.440,0.074,243.590,5.800,0.000,0.000,18.0
25/1/2010,23:58:00,1.760,0.124,242.460,7.200,1.000,0.000,19.0
19/2/2008,10:16:00,3.626,0.064,235.030,15.400,1.000,36.000,17.0
21/3/2009,08:43:00,2.730,0.000,243.580,12.000,14.000,0.000,18.0
2/4/2009,12:34:00,1.450,0.094,242.860,6.000,0.000,0.000,18.0
6/3/2009,18:53:00,0.758,0.174,236.920,3.200,0.000,0.000,0.0
6/9/2007,10:04:00,0.268,0.206,238.190,1.400,0.000,2.000,0.0
24/11/2008,17:08:00,1.864,0.202,241.160,7.800,0.000,1.000,0.0
29/3/2007,05:46:00,1.380,0.098,241.690,5.600,0.000,1.000,18.0
26/6/2010,04:08:00,0.324,0.246,242.910,1.600,0.000,1.000,0.0
29/6/2007,20:28:00,1.510,0.088,238.700,6.200,0.000,1.000,17.0
9/1/2009,11:04:00,1.488,0.066,244.890,6.000,0.000,1.000,18.0
15/8/2009,19:41:00,2.334,0.350,238.000,9.800,0.000,0.000,29.0
7/6/2007,23:49:00,0.360,0.162,238.880,1.600,0.000,2.000,0.0
13/11/2007,11:05:00,0.366,0.104,241.260,1.600,0.000,0.000,0.0
2/11/2009,22:58:00,0.820,0.086,243.770,3.400,0.000,0.000,1.0
26/2/2007,16:37:00,0.264,0.000,241.170,1.200,0.000,0.000,0.0
5/9/2007,07:10:00,2.288,0.408,241.520,9.600,0.000,2.000,18.0
24/4/2009,21:13:00,0.474,0.114,240.540,2.000,0.000,1.000,0.0
19/9/2010,00:09:00,0.372,0.066,245.140,1.400,0.000,0.000,1.0
7/2/2010,13:34:00,0.254,0.000,246.570,1.000,0.000,0.000,0.0
11/3/2007,04:51:00,2.450,0.056,243.030,10.000,0.000,0.000,0.0
9/6/2007,15:17:00,0.288,0.074,240.030,1.200,0.000,0.000,0.0
18/12/2008,22:34:00,0.874,0.122,244.410,3.600,1.000,0.000,0.0
25/7/2008,13:40:00,0.146,0.000,238.120,0.600,0.000,0.000,1.0
14/9/2009,11:17:00,1.672,0.114,239.010,7.000,0.000,2.000,18.0
30/12/2009,08:36:00,1.160,0.246,239.950,5.000,0.000,0.000,0.0
16/6/2010,14:59:00,0.472,0.110,242.390,2.000,0.000,0.000,1.0
8/3/2009,23:04:00,0.448,0.214,245.310,2.000,0.000,0.000,0.0
24/5/2007,16:51:00,0.222,0.000,237.750,1.000,0.000,0.000,0.0
20/6/2010,03:53:00,0.292,0.116,241.170,1.400,0.000,0.000,0.0
26/11/2007,03:34:00,0.318,0.082,242.060,1.400,0.000,0.000,0.0
24/2/2009,02:48:00,0.338,0.108,244.780,1.400,0.000,0.000,0.0
1/8/2010,21:52:00,0.664,0.206,238.990,3.200,0.000,0.000,9.0
8/5/2007,09:16:00,0.442,0.000,232.860,1.800,0.000,0.000,0.0
15/11/2010,08:02:00,2.116,0.074,237.34,8.8,0.0,0.0,17.0
5/8/2010,05:37:00,0.228,0.088,240.320,1.000,0.000,0.000,1.0
6/6/2007,07:54:00,1.908,0.270,233.540,8.400,0.000,0.000,16.0
13/6/2007,23:48:00,0.202,0.102,238.210,1.000,0.000,0.000,0.0
27/11/2009,23:15:00,0.324,0.102,243.900,1.400,0.000,0.000,1.0
8/7/2010,20:09:00,0.364,0.210,243.360,1.800,0.000,2.000,0.0
11/5/2010,03:48:00,0.260,0.000,246.540,1.000,0.000,0.000,1.0
26/10/2009,23:47:00,2.638,0.202,238.070,11.000,37.000,0.000,0.0
9/8/2007,18:32:00,0.264,0.222,236.220,1.400,0.000,0.000,0.0
14/3/2007,04:11:00,0.284,0.000,242.730,1.200,0.000,0.000,0.0
24/12/2008,11:00:00,1.358,0.048,238.140,5.600,0.000,2.000,17.0
2/3/2010,17:33:00,0.332,0.092,242.330,1.400,0.000,0.000,1.0
24/11/2008,06:47:00,1.360,0.064,242.590,5.600,0.000,0.000,0.0
15/12/2009,02:30:00,0.382,0.150,246.160,1.600,0.000,2.000,1.0
31/1/2010,06:20:00,1.446,0.106,245.710,5.800,0.000,0.000,20.0
22/7/2009,13:22:00,0.222,0.122,242.180,1.000,0.000,2.000,0.0
7/8/2010,05:01:00,0.324,0.230,242.510,1.600,0.000,0.000,0.0
24/8/2009,07:59:00,1.408,0.236,238.970,6.000,0.000,1.000,18.0
8/11/2009,05:22:00,0.402,0.220,244.560,1.800,0.000,0.000,1.0
13/4/2008,07:11:00,0.260,0.000,243.760,1.000,0.000,0.000,0.0
7/2/2010,02:57:00,1.456,0.088,244.460,5.800,0.000,0.000,19.0
14/6/2009,19:34:00,?,?,?,?,?,?,
15/11/2008,03:11:00,0.340,0.000,242.340,1.400,0.000,0.000,0.0
2/3/2007,22:12:00,0.216,0.000,241.430,0.800,0.000,0.000,0.0
19/10/2009,15:42:00,0.230,0.000,245.370,0.800,0.000,0.000,1.0
13/1/2009,16:22:00,1.486,0.084,249.020,6.000,0.000,1.000,19.0
14/5/2009,09:09:00,1.386,0.090,238.870,5.800,0.000,0.000,18.0
15/10/2007,21:09:00,2.798,0.074,236.470,11.800,1.000,0.000,17.0
30/7/2007,21:56:00,0.340,0.212,236.170,1.600,0.000,0.000,0.0
22/12/2009,02:56:00,0.288,0.096,245.660,1.200,0.000,1.000,0.0
3/7/2008,14:42:00,0.162,0.000,241.110,0.600,0.000,0.000,1.0
23/3/2008,05:41:00,0.364,0.102,245.750,1.600,0.000,0.000,0.0
26/6/2007,19:02:00,0.130,0.000,241.670,0.600,0.000,0.000,0.0
30/5/2008,15:48:00,0.336,0.000,243.300,1.600,0.000,0.000,0.0
1/7/2008,13:52:00,0.508,0.238,239.030,2.400,0.000,1.000,1.0
1/8/2009,00:34:00,0.262,0.134,240.170,1.200,0.000,0.000,1.0
1/3/2007,20:54:00,0.212,0.000,238.890,0.800,0.000,0.000,0.0
9/2/2010,10:40:00,1.444,0.088,245.950,5.800,0.000,2.000,19.0
2/5/2009,13:41:00,2.202,0.156,240.030,9.200,0.000,1.000,27.0
23/4/2009,00:16:00,0.608,0.132,244.060,2.600,0.000,1.000,1.0
9/11/2010,01:44:00,0.426,0.184,239.44,1.8,0.0,0.0,1.0
15/7/2010,22:08:00,2.154,0.060,238.970,9.000,0.000,0.000,18.0
7/1/2008,08:02:00,3.174,0.048,236.300,13.400,0.000,0.000,17.0
12/4/2007,06:18:00,0.370,0.210,241.130,1.800,0.000,1.000,0.0
30/8/2009,07:48:00,0.194,0.000,241.650,0.800,0.000,0.000,0.0
21/1/2009,19:30:00,0.674,0.000,243.250,2.800,0.000,0.000,0.0
18/11/2009,06:25:00,0.288,0.062,240.740,1.200,0.000,0.000,0.0
28/9/2010,11:50:00,?,?,?,?,?,?,
5/10/2009,20:13:00,2.220,0.134,237.640,9.400,0.000,0.000,0.0
30/6/2008,05:48:00,0.138,0.000,240.480,0.600,0.000,0.000,1.0
6/3/2009,21:24:00,2.412,0.144,241.350,10.200,1.000,0.000,6.0
4/11/2009,03:31:00,0.254,0.000,245.400,1.000,0.000,0.000,0.0
8/4/2008,19:18:00,1.338,0.000,239.840,5.600,0.000,0.000,18.0
26/10/2009,21:20:00,1.428,0.058,240.410,6.000,0.000,0.000,1.0
20/4/2010,10:35:00,1.616,0.068,241.150,6.600,0.000,0.000,19.0
28/2/2008,12:17:00,0.292,0.088,237.370,1.200,0.000,2.000,0.0
2/6/2007,22:22:00,0.352,0.000,229.170,1.400,0.000,0.000,0.0
21/9/2010,11:52:00,0.356,0.092,238.510,1.600,0.000,0.000,0.0
28/6/2008,23:06:00,1.446,0.190,240.000,6.200,0.000,0.000,0.0
6/7/2008,16:18:00,0.498,0.102,240.970,2.000,0.000,1.000,0.0
31/7/2010,02:27:00,0.426,0.328,239.080,2.200,0.000,1.000,0.0
29/11/2008,04:52:00,0.402,0.218,243.640,1.800,0.000,1.000,0.0
22/1/2008,03:29:00,0.506,0.220,243.510,2.400,0.000,1.000,0.0
30/9/2009,12:35:00,0.226,0.110,243.490,1.000,0.000,0.000,0.0
26/3/2010,02:30:00,0.246,0.000,245.820,1.000,0.000,0.000,1.0
20/1/2010,02:28:00,0.290,0.000,246.400,1.200,0.000,0.000,0.0
12/3/2009,13:11:00,1.418,0.102,243.000,5.800,0.000,1.000,18.0
16/5/2009,02:33:00,1.226,0.000,239.890,5.000,0.000,0.000,18.0
8/5/2008,09:51:00,1.396,0.000,240.980,5.800,0.000,1.000,19.0
11/5/2008,22:32:00,3.124,0.000,237.890,13.000,0.000,0.000,18.0
29/10/2009,23:40:00,0.520,0.160,244.840,2.400,1.000,0.000,0.0
14/3/2007,07:07:00,1.550,0.092,241.000,6.400,0.000,2.000,17.0
4/4/2007,21:03:00,3.390,0.000,234.080,14.400,0.000,0.000,17.0
13/8/2007,00:12:00,2.074,0.166,234.190,8.800,0.000,3.000,17.0
20/5/2009,11:17:00,1.388,0.084,241.760,5.600,0.000,0.000,19.0
13/6/2010,04:43:00,0.858,0.176,242.710,3.600,0.000,0.000,12.0
27/5/2008,00:08:00,0.194,0.000,243.370,1.000,0.000,0.000,0.0
4/11/2008,07:58:00,0.456,0.208,241.030,2.000,0.000,1.000,0.0
16/10/2008,18:05:00,0.406,0.096,240.840,1.800,0.000,0.000,1.0
15/8/2010,18:58:00,1.934,0.164,239.400,8.000,0.000,0.000,30.0
13/5/2010,16:28:00,0.608,0.110,244.150,2.400,0.000,0.000,1.0
28/4/2007,09:33:00,?,?,?,?,?,?,
2/3/2008,01:52:00,0.216,0.000,240.690,0.800,0.000,0.000,0.0
17/2/2010,07:10:00,0.808,0.000,240.680,3.400,0.000,0.000,1.0
2/2/2007,20:17:00,0.818,0.110,237.190,3.400,0.000,0.000,0.0
5/8/2007,01:11:00,1.088,0.000,231.500,4.600,0.000,0.000,17.0
27/9/2010,08:30:00,?,?,?,?,?,?,
9/11/2009,01:44:00,0.314,0.078,246.660,1.400,0.000,1.000,1.0
5/5/2007,00:16:00,0.190,0.104,239.410,0.800,0.000,1.000,0.0
5/10/2007,15:24:00,0.334,0.066,239.850,1.400,0.000,1.000,0.0
23/7/2010,14:17:00,0.252,0.100,240.750,1.000,0.000,1.000,0.0
25/8/2009,22:39:00,1.642,0.164,241.530,6.800,0.000,0.000,21.0
12/8/2009,03:56:00,1.238,0.000,242.040,5.000,0.000,0.000,19.0
16/6/2009,12:26:00,1.298,0.124,239.800,5.400,0.000,0.000,18.0
12/2/2010,00:31:00,0.332,0.064,246.640,1.400,0.000,0.000,1.0
13/4/2010,19:47:00,1.980,0.254,238.740,8.200,0.000,0.000,28.0
17/10/2007,21:55:00,2.914,0.160,238.190,12.200,0.000,0.000,18.0
17/5/2007,12:39:00,0.238,0.000,235.440,1.000,0.000,1.000,0.0
24/2/2009,04:24:00,0.304,0.000,244.130,1.200,0.000,0.000,0.0
5/10/2009,21:43:00,1.532,0.064,239.800,6.400,0.000,0.000,0.0
29/5/2007,14:18:00,0.324,0.094,236.720,1.400,0.000,0.000,0.0
25/11/2008,18:44:00,1.932,0.236,237.690,8.200,0.000,0.000,0.0
18/8/2008,16:29:00,0.082,0.000,241.900,0.200,0.000,0.000,0.0
4/2/2007,01:23:00,3.642,0.000,236.250,15.400,1.000,0.000,17.0
25/11/2008,17:58:00,2.696,0.000,235.150,11.400,0.000,0.000,0.0
9/11/2008,20:32:00,5.264,0.280,233.120,22.600,36.000,2.000,16.0
11/9/2010,16:06:00,1.062,0.432,242.410,4.600,0.000,1.000,11.0
5/4/2009,18:00:00,1.390,0.052,239.980,5.800,0.000,0.000,17.0
7/1/2008,22:58:00,1.420,0.000,242.060,5.800,0.000,0.000,18.0
20/12/2008,01:49:00,0.394,0.212,242.840,1.800,0.000,0.000,0.0
7/5/2010,14:08:00,0.234,0.052,237.290,1.000,0.000,0.000,0.0
12/5/2010,16:22:00,1.392,0.056,242.220,5.600,0.000,0.000,18.0
13/6/2008,11:07:00,1.182,0.000,235.880,5.000,0.000,0.000,18.0
23/10/2008,01:38:00,0.238,0.000,240.650,1.000,0.000,0.000,0.0
26/10/2008,09:47:00,0.208,0.054,240.320,0.800,0.000,0.000,0.0
23/12/2008,23:46:00,0.230,0.000,244.480,1.000,0.000,1.000,0.0
11/5/2009,23:03:00,2.000,0.146,241.720,8.200,1.000,0.000,19.0
19/6/2008,04:05:00,0.310,0.236,241.160,1.600,0.000,2.000,1.0
18/7/2010,00:13:00,0.402,0.098,240.960,1.800,0.000,0.000,1.0
24/11/2010,18:31:00,2.302,0.096,235.68,9.6,0.0,0.0,0.0
27/7/2009,21:31:00,0.332,0.274,243.740,1.800,0.000,2.000,0.0
6/5/2009,07:46:00,1.682,0.046,238.640,7.000,0.000,0.000,18.0
6/9/2010,13:05:00,1.504,0.080,244.590,6.200,1.000,0.000,19.0
1/11/2010,10:55:00,0.356,0.118,245.26,1.4,0.0,1.0,0.0
17/2/2010,18:52:00,2.334,0.000,237.130,9.800,0.000,1.000,18.0
21/5/2008,07:52:00,1.396,0.206,239.220,5.800,0.000,1.000,18.0
26/5/2007,22:11:00,2.692,0.146,231.220,11.600,0.000,0.000,16.0
17/5/2010,20:37:00,1.800,0.000,239.040,7.400,2.000,0.000,18.0
14/7/2007,22:47:00,1.778,0.370,241.980,7.600,0.000,1.000,18.0
28/9/2008,16:46:00,1.484,0.148,242.310,6.000,0.000,0.000,18.0
13/2/2009,09:59:00,3.540,0.072,235.710,15.000,37.000,0.000,17.0
22/8/2008,02:35:00,0.258,0.254,240.680,1.400,0.000,0.000,1.0
24/2/2009,17:32:00,1.294,0.000,241.070,5.200,0.000,0.000,18.0
13/1/2007,00:57:00,0.296,0.136,244.280,1.400,0.000,0.000,0.0
14/3/2008,19:36:00,2.180,0.274,234.750,9.400,0.000,2.000,17.0
15/7/2010,02:46:00,0.804,0.182,238.320,3.400,0.000,2.000,1.0
21/8/2008,21:21:00,0.082,0.000,242.240,0.200,0.000,0.000,1.0
18/6/2008,17:56:00,1.048,0.336,240.390,4.600,0.000,1.000,12.0
28/6/2007,09:16:00,1.418,0.326,237.230,6.000,0.000,1.000,17.0
11/4/2008,00:36:00,1.530,0.118,243.140,6.200,1.000,0.000,18.0
9/2/2007,13:41:00,1.652,0.000,241.900,6.800,0.000,0.000,18.0
20/8/2007,08:38:00,1.458,0.124,240.330,6.000,0.000,0.000,18.0
3/4/2010,13:43:00,1.540,0.234,245.790,6.200,0.000,1.000,19.0
29/3/2007,01:52:00,0.322,0.100,241.340,1.400,0.000,0.000,0.0
28/1/2009,09:51:00,1.604,0.000,242.110,6.600,0.000,0.000,18.0
31/7/2009,20:15:00,0.306,0.136,241.970,1.400,1.000,1.000,0.0
3/1/2010,00:16:00,0.396,0.150,245.420,1.600,0.000,2.000,1.0
12/7/2007,14:53:00,0.216,0.104,239.860,1.000,0.000,2.000,0.0
19/2/2009,02:13:00,0.454,0.160,242.370,2.000,0.000,1.000,0.0
16/1/2007,22:16:00,0.456,0.000,244.250,1.800,0.000,0.000,0.0
23/10/2009,12:17:00,0.236,0.000,241.070,1.000,0.000,0.000,0.0
8/9/2007,11:13:00,1.196,0.052,237.240,5.000,0.000,0.000,17.0
13/8/2010,09:55:00,0.410,0.348,241.660,2.200,0.000,1.000,1.0
21/2/2010,12:08:00,3.782,0.342,240.460,16.600,27.000,2.000,18.0
30/4/2009,23:47:00,1.382,0.000,243.380,5.600,0.000,0.000,19.0
29/9/2008,17:23:00,0.344,0.150,241.860,1.400,0.000,0.000,1.0
13/8/2008,01:31:00,0.080,0.000,241.140,0.200,0.000,0.000,1.0
9/3/2010,06:35:00,0.364,0.128,245.570,1.600,0.000,0.000,0.0
25/9/2009,13:56:00,1.904,0.704,238.750,8.600,0.000,1.000,0.0
20/11/2010,08:26:00,2.426,0.186,241.04,10.0,0.0,1.0,18.0
6/4/2008,01:30:00,0.410,0.200,241.500,1.800,0.000,2.000,1.0
21/5/2008,20:09:00,1.364,0.076,238.180,5.600,0.000,0.000,18.0
12/7/2008,00:27:00,1.554,0.354,241.430,6.600,1.000,1.000,19.0
11/3/2008,01:29:00,0.918,0.058,243.220,3.800,0.000,0.000,0.0
24/11/2009,13:15:00,0.698,0.078,243.290,2.800,0.000,0.000,0.0
29/12/2008,06:27:00,0.332,0.098,247.480,1.400,0.000,0.000,0.0
21/1/2009,21:44:00,3.692,0.212,239.840,15.400,0.000,37.000,0.0
25/4/2010,06:23:00,0.318,0.096,242.280,1.400,0.000,1.000,1.0
16/8/2009,22:17:00,1.012,0.250,241.160,4.200,1.000,0.000,0.0
4/1/2009,21:36:00,3.666,0.096,236.960,15.400,0.000,0.000,17.0
10/2/2008,10:26:00,2.074,0.148,239.820,8.600,0.000,1.000,18.0
18/10/2007,10:14:00,1.336,0.062,236.770,5.600,0.000,1.000,17.0
19/10/2008,19:33:00,2.678,0.194,232.760,11.400,0.000,0.000,17.0
4/1/2007,14:29:00,1.538,0.140,243.730,6.200,0.000,0.000,18.0
30/9/2007,14:19:00,1.290,0.000,241.180,5.200,0.000,0.000,17.0
18/2/2010,16:43:00,1.398,0.000,245.880,5.600,0.000,0.000,19.0
2/12/2008,20:29:00,1.678,0.190,244.500,7.000,0.000,0.000,0.0
9/11/2010,23:32:00,0.632,0.0,243.72,2.6,0.0,0.0,1.0
4/12/2007,18:31:00,1.506,0.072,238.770,6.200,0.000,0.000,0.0
14/10/2010,18:17:00,0.458,0.126,240.080,2.000,0.000,0.000,0.0
6/9/2007,19:42:00,0.236,0.118,237.610,1.200,0.000,0.000,0.0
4/6/2008,12:24:00,0.492,0.180,235.860,2.200,0.000,1.000,1.0
1/1/2009,08:59:00,0.542,0.000,239.820,2.400,0.000,0.000,0.0
18/8/2009,16:43:00,0.310,0.098,241.060,1.400,0.000,0.000,0.0
30/1/2010,23:36:00,0.384,0.112,245.840,1.600,0.000,0.000,1.0
14/11/2009,13:48:00,1.858,0.320,239.020,7.800,0.000,0.000,18.0
26/10/2008,01:21:00,0.296,0.074,244.270,1.200,0.000,1.000,0.0
5/7/2010,17:43:00,0.400,0.064,243.360,2.200,0.000,0.000,4.0
23/5/2008,18:16:00,1.362,0.180,240.280,5.600,0.000,0.000,19.0
27/12/2006,00:22:00,0.398,0.050,248.750,1.800,0.000,0.000,0.0
29/8/2008,02:32:00,0.154,0.124,241.090,0.800,0.000,0.000,1.0
13/9/2008,12:28:00,0.406,0.000,240.810,1.600,0.000,1.000,1.0
13/6/2007,02:53:00,0.214,0.130,240.950,1.000,0.000,0.000,0.0
13/10/2007,18:27:00,0.742,0.128,240.150,3.200,0.000,3.000,0.0
5/10/2009,20:47:00,2.332,0.180,239.970,9.600,0.000,1.000,19.0
5/9/2010,15:27:00,1.188,0.290,241.350,5.200,0.000,3.000,12.0
23/10/2007,19:20:00,2.490,0.000,234.520,10.600,0.000,0.000,17.0
16/10/2008,09:22:00,2.586,0.386,234.600,11.000,0.000,1.000,29.0
19/12/2007,00:27:00,1.042,0.000,243.910,4.200,0.000,0.000,0.0
22/9/2009,14:28:00,0.452,0.052,241.700,2.000,0.000,0.000,1.0
13/9/2010,23:11:00,0.438,0.236,245.200,2.000,0.000,0.000,1.0
24/1/2009,02:02:00,0.370,0.110,245.570,1.600,0.000,0.000,0.0
16/10/2009,08:54:00,2.082,0.052,238.920,8.600,0.000,0.000,18.0
21/5/2010,03:00:00,0.276,0.000,244.540,1.200,0.000,0.000,0.0
30/11/2009,23:08:00,0.942,0.216,243.800,4.000,0.000,0.000,10.0
14/2/2008,23:04:00,0.554,0.058,244.770,2.200,0.000,0.000,0.0
26/4/2008,22:57:00,0.656,0.110,243.350,2.600,0.000,0.000,1.0
7/5/2010,16:33:00,0.342,0.052,236.840,1.400,0.000,0.000,1.0
1/2/2007,21:03:00,1.456,0.000,238.620,6.000,0.000,0.000,18.0
23/6/2010,18:45:00,1.434,0.214,238.870,6.000,1.000,0.000,18.0
18/7/2009,04:26:00,0.840,0.272,243.720,3.600,0.000,0.000,10.0
27/3/2007,23:11:00,0.226,0.000,244.480,1.000,0.000,0.000,0.0
27/9/2009,02:27:00,0.204,0.090,242.350,0.800,0.000,0.000,0.0
10/11/2009,14:30:00,1.852,0.000,242.870,7.600,0.000,0.000,18.0
26/10/2010,20:38:00,1.432,0.080,242.170,5.800,0.000,0.000,18.0
11/3/2008,13:58:00,2.698,0.000,237.830,11.600,0.000,24.000,18.0
22/11/2010,02:04:00,0.306,0.062,244.86,1.2,0.0,0.0,0.0
13/11/2008,10:13:00,1.496,0.166,239.790,6.200,0.000,0.000,17.0
14/7/2009,02:50:00,0.304,0.256,242.340,1.600,0.000,1.000,1.0
31/8/2007,01:56:00,0.374,0.114,242.200,1.600,0.000,1.000,0.0
24/12/2009,19:10:00,3.998,0.406,246.680,16.800,10.000,2.000,19.0
4/6/2010,21:25:00,0.748,0.192,239.570,3.200,0.000,0.000,1.0
17/8/2010,16:42:00,0.166,0.000,243.160,0.800,0.000,0.000,1.0
23/4/2010,20:43:00,0.388,0.204,241.210,1.800,0.000,1.000,0.0
30/3/2010,05:35:00,1.486,0.272,241.040,6.200,0.000,1.000,19.0
10/8/2009,05:47:00,0.260,0.154,242.040,1.200,0.000,0.000,0.0
5/10/2007,19:47:00,2.320,0.254,235.230,10.000,0.000,0.000,17.0
10/4/2010,16:53:00,1.068,0.554,243.080,5.000,0.000,0.000,8.0
21/5/2009,04:19:00,0.318,0.114,242.310,1.400,0.000,2.000,1.0
10/6/2007,11:57:00,1.384,0.062,239.930,5.800,0.000,2.000,17.0
2/11/2009,04:08:00,0.328,0.090,241.650,1.400,0.000,0.000,1.0
14/10/2010,20:33:00,2.942,0.196,240.120,12.200,0.000,1.000,19.0
26/4/2007,18:31:00,1.358,0.162,235.200,6.000,0.000,0.000,17.0
19/6/2009,07:05:00,1.348,0.100,239.450,5.600,0.000,0.000,18.0
2/10/2009,02:29:00,0.288,0.206,240.250,1.400,0.000,0.000,1.0
24/8/2007,15:34:00,1.424,0.230,239.990,6.000,0.000,1.000,17.0
7/4/2009,14:40:00,0.342,0.086,243.370,1.400,0.000,0.000,0.0
4/3/2010,07:52:00,0.336,0.100,243.460,1.400,0.000,1.000,0.0
4/12/2007,00:06:00,1.402,0.088,244.380,5.600,0.000,0.000,19.0
10/11/2009,02:45:00,0.346,0.154,246.830,1.400,0.000,0.000,0.0
9/7/2007,10:29:00,1.266,0.000,237.500,5.200,0.000,0.000,18.0
22/5/2007,16:43:00,0.206,0.052,235.450,0.800,0.000,0.000,0.0
23/11/2008,09:00:00,0.464,0.108,243.940,2.000,0.000,0.000,0.0
19/1/2007,13:22:00,0.320,0.146,244.140,1.400,0.000,0.000,0.0
11/12/2008,08:42:00,1.378,0.048,242.400,5.600,1.000,0.000,18.0
15/3/2007,17:33:00,0.384,0.132,240.860,1.600,0.000,0.000,0.0
15/7/2008,03:05:00,0.152,0.000,238.400,0.600,0.000,0.000,1.0
11/6/2008,16:40:00,0.350,0.228,240.800,1.800,0.000,0.000,0.0
18/7/2010,17:53:00,0.254,0.118,239.650,1.200,0.000,0.000,0.0
22/5/2008,21:03:00,1.180,0.000,237.130,6.600,15.000,0.000,1.0
27/12/2006,16:01:00,0.240,0.062,246.350,1.000,0.000,0.000,0.0
30/6/2010,18:36:00,1.184,0.000,241.470,4.800,0.000,0.000,0.0
26/2/2007,16:06:00,0.326,0.152,243.050,1.400,0.000,0.000,0.0
13/11/2007,10:06:00,0.264,0.000,240.450,1.200,0.000,0.000,0.0
30/8/2008,08:15:00,0.080,0.000,239.460,0.200,0.000,0.000,1.0
23/12/2007,18:04:00,2.994,0.242,234.460,12.800,0.000,1.000,0.0
9/9/2007,13:50:00,1.522,0.200,239.160,6.400,0.000,0.000,18.0
17/12/2007,07:32:00,2.366,0.102,236.590,10.000,0.000,1.000,17.0
26/1/2008,18:16:00,1.808,0.046,234.590,7.600,0.000,0.000,17.0
18/6/2010,16:29:00,0.246,0.086,242.300,1.000,0.000,0.000,0.0
26/12/2008,02:37:00,0.296,0.080,248.160,1.200,0.000,0.000,0.0
22/11/2009,20:28:00,5.660,0.208,235.080,24.000,44.000,0.000,18.0
20/2/2009,15:21:00,0.902,0.236,241.980,4.000,0.000,1.000,0.0
11/5/2008,10:35:00,0.338,0.256,241.580,1.600,0.000,1.000,1.0
21/7/2007,00:08:00,0.190,0.054,234.340,0.800,0.000,0.000,0.0
19/4/2009,09:26:00,0.372,0.000,243.080,1.600,0.000,0.000,0.0
28/8/2010,13:25:00,1.698,0.236,243.250,7.000,0.000,1.000,18.0
1/4/2010,02:09:00,0.358,0.086,240.020,1.400,0.000,0.000,1.0
14/3/2010,01:04:00,1.446,0.124,242.860,6.000,0.000,0.000,18.0
25/2/2007,02:08:00,0.218,0.000,241.640,0.800,0.000,0.000,0.0
9/2/2008,06:05:00,0.322,0.108,242.930,1.400,0.000,0.000,0.0
26/12/2007,19:31:00,1.426,0.068,236.220,6.000,0.000,0.000,17.0
5/7/2007,23:39:00,0.560,0.128,244.190,2.200,1.000,1.000,0.0
28/9/2009,21:41:00,2.588,0.086,240.000,10.800,0.000,2.000,1.0
25/10/2008,03:56:00,1.468,0.060,243.400,6.000,0.000,0.000,18.0
25/8/2008,11:25:00,0.082,0.000,243.330,0.200,0.000,0.000,1.0
28/1/2008,09:43:00,2.724,0.068,234.920,11.600,0.000,0.000,17.0
16/10/2009,16:56:00,0.400,0.198,240.620,1.800,0.000,1.000,1.0
12/9/2009,14:53:00,1.416,0.212,239.610,5.800,1.000,0.000,19.0
16/2/2007,20:21:00,2.228,0.000,236.340,9.400,0.000,0.000,17.0
