,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
29940,0.206,0.106,240.42,1.0,0,0,1,11,7,1
29941,0.342,0.164,241.64,1.6,0,0,0,25,2,0
29942,1.108,0.14,242.92,4.6,0,0,1,28,11,1
29943,0.244,0.0,242.19,1.0,0,0,0,5,3,0
29944,0.372,0.11,246.81,1.6,0,0,0,16,12,0
29945,1.206,0.102,241.17,5.0,0,2,0,25,10,2
29946,0.996,0.076,238.08,5.2,0,0,0,6,3,0
29947,0.374,0.208,241.23,1.8,0,0,0,29,10,0
29948,1.356,0.054,244.38,5.4,0,0,19,25,2,19
29949,1.236,0.0,237.06,5.2,0,0,18,5,7,18
29950,0.424,0.096,247.91,1.8,0,0,0,12,1,0
29951,0.774,0.136,244.54,3.4,0,1,0,2,3,1
29952,2.52,0.478,239.73,10.6,0,1,30,22,9,31
29953,1.236,0.102,238.15,5.2,0,0,1,27,5,1
29954,1.782,0.128,230.61,7.6,0,1,16,8,5,17
29955,1.318,0.124,240.2,5.4,0,0,0,5,7,0
29956,0.386,0.11,243.8,1.6,0,0,0,17,5,0
29957,1.696,0.256,239.47,7.2,0,1,18,25,10,19
29958,0.414,0.234,242.2,1.8,0,0,0,23,3,0
29959,1.144,0.134,236.8,4.8,0,0,10,29,3,10
29960,2.714,0.14,236.74,11.4,0,0,17,18,11,17
29961,0.226,0.052,245.26,1.0,0,0,0,26,3,0
29962,0.234,0.0,245.18,1.0,0,0,0,2,2,0
29963,0.258,0.0,241.6,1.0,0,0,0,9,3,0
29964,0.828,0.0,244.04,3.4,0,0,1,25,4,1
29965,0.52,0.0,240.51,2.2,0,0,0,20,1,0
29966,0.248,0.076,239.31,1.0,0,0,1,24,9,1
29967,0.526,0.0,233.08,2.2,0,0,0,26,5,0
29968,1.436,0.052,243.95,5.8,1,0,18,14,3,19
29969,0.51,0.288,240.03,2.4,0,2,1,25,9,3
29970,0.364,0.17,239.65,1.8,0,0,0,13,4,0
29971,2.058,0.0,239.71,8.6,0,0,18,9,9,18
29972,0.304,0.092,243.46,1.2,0,1,0,2,4,1
29973,0.496,0.192,240.86,2.2,0,1,0,17,2,1
29974,0.854,0.134,240.74,3.6,0,0,12,22,7,12
29975,1.684,0.126,240.21,7.0,0,1,23,11,10,24
29976,1.138,0.046,243.91,4.6,0,0,0,11,5,0
29977,1.348,0.182,242.15,5.6,0,1,18,11,7,19
29978,2.07,0.076,239.77,8.6,0,0,18,11,9,18
29979,0.142,0.0,241.75,0.6,0,0,0,14,7,0
29980,0.428,0.226,240.33,2.0,0,1,1,13,10,2
29981,0.172,0.146,238.07,0.8,0,0,0,14,8,0
29982,0.628,0.2,237.96,2.8,0,1,1,21,6,2
29983,2.236,0.204,243.94,9.2,0,1,18,4,2,19
29984,0.56,0.062,238.82,2.4,0,0,1,28,9,1
29985,1.42,0.0,243.2,5.8,0,0,18,9,1,18
29986,0.242,0.104,239.36,1.0,0,2,0,9,8,2
29987,2.5,0.22,243.11,10.2,0,2,0,3,2,2
29988,0.196,0.134,239.04,1.0,0,0,0,1,8,0
29989,0.158,0.0,242.85,0.6,0,0,1,25,8,1
29990,1.39,0.064,242.05,5.6,0,0,18,12,12,18
29991,0.288,0.0,246.85,1.2,0,0,0,5,4,0
29992,1.412,0.276,237.24,6.0,0,1,18,23,9,19
29993,0.32,0.088,243.32,1.4,0,0,0,11,3,0
29994,1.024,0.0,239.94,4.2,0,0,0,10,11,0
29995,1.354,0.0,242.38,5.6,0,0,18,11,3,18
29996,0.978,0.156,242.33,4.2,0,1,0,6,11,1
29997,3.856,0.292,232.36,16.6,37,0,16,28,5,53
29998,1.738,0.174,240.45,7.2,0,0,17,2,7,17
29999,0.246,0.0,243.88,1.0,0,0,1,20,3,1
30000,1.21,0.056,240.55,5.0,0,0,18,18,9,18
30001,2.664,0.112,239.41,11.2,0,18,18,19,12,36
30002,0.322,0.1,240.81,1.4,0,2,1,20,6,3
30003,0.482,0.266,246.69,2.2,0,2,1,4,1,3
30004,0.548,0.304,239.19,2.6,0,0,1,11,11,1
30005,2.654,0.056,244.55,10.8,39,0,0,21,1,39
30006,0.264,0.15,242.8,1.2,0,0,0,29,8,0
30007,1.79,0.224,239.0,7.6,0,1,18,2,11,19
30008,1.144,0.0,237.39,4.8,0,0,17,30,7,17
30009,0.322,0.186,240.08,1.6,0,0,1,10,7,1
30010,0.22,0.0,246.24,1.0,0,0,0,31,12,0
30011,1.646,0.076,239.89,7.6,0,0,17,27,11,17
30012,0.364,0.148,247.93,1.6,0,1,1,28,1,2
30013,1.316,0.084,239.47,5.4,0,2,18,25,5,20
30014,0.158,0.0,239.41,0.6,0,0,1,7,8,1
30015,0.48,0.154,239.03,2.0,0,0,1,14,9,1
30016,0.616,0.216,244.83,2.8,0,1,0,1,11,1
30017,0.322,0.26,241.97,1.6,0,1,0,4,8,1
30018,2.732,0.262,236.31,11.6,1,1,17,13,1,19
30019,1.36,0.0,243.04,5.6,0,0,18,23,2,18
30020,1.746,0.048,241.64,7.2,0,0,18,2,2,18
30021,1.164,0.05,237.4,4.8,0,0,17,4,10,17
30022,0.218,0.11,242.48,1.0,0,0,0,3,9,0
30023,0.354,0.164,244.69,1.6,0,0,1,2,1,1
30024,1.426,0.056,235.56,6.0,0,0,18,28,11,18
30025,1.468,0.074,242.64,6.0,0,0,18,9,4,18
30026,0.318,0.108,241.04,1.4,0,0,1,15,11,1
30027,2.128,0.216,240.21,8.8,1,6,18,5,11,25
30028,0.452,0.0,248.73,1.8,0,0,1,7,3,1
30029,1.438,0.112,243.95,5.8,0,1,18,17,1,19
30030,0.404,0.22,242.96,1.8,0,1,0,23,4,1
30031,1.444,0.0,242.72,5.8,0,0,19,23,1,19
30032,0.214,0.102,241.11,1.0,0,0,1,17,8,1
30033,1.324,0.102,240.71,5.4,0,0,18,16,5,18
30034,0.196,0.0,241.62,1.0,0,0,1,8,7,1
30035,1.54,0.07,241.16,6.4,0,0,18,1,7,18
30036,1.35,0.0,247.45,5.4,0,0,19,26,12,19
30037,1.212,0.102,234.42,5.2,0,0,17,11,8,17
30038,0.348,0.144,246.67,1.4,0,2,1,28,1,3
30039,0.246,0.0,244.43,1.0,0,0,0,24,2,0
30040,0.19,0.122,241.97,1.0,0,1,0,24,8,1
30041,0.122,0.0,242.06,0.6,0,0,0,22,6,0
30042,1.56,0.26,241.18,6.4,0,1,18,28,3,19
30043,1.418,0.094,241.95,5.8,0,1,19,26,4,20
30044,1.42,0.238,238.3,6.0,0,1,18,23,5,19
30045,2.918,0.056,239.02,12.2,1,1,18,10,1,20
30046,0.354,0.098,239.99,1.4,0,0,1,5,10,1
30047,1.088,0.358,239.3,4.8,1,2,13,16,8,16
30048,2.132,0.0,236.23,9.0,0,0,17,3,1,17
30049,0.5,0.21,243.7,2.2,1,1,0,11,10,2
30050,1.39,0.12,241.68,5.8,0,0,20,3,8,20
30051,0.448,0.212,241.2,2.0,0,0,1,21,4,1
30052,1.342,0.0,244.35,5.4,0,0,18,21,3,18
30053,0.842,0.0,239.82,4.0,0,0,10,26,5,10
30054,2.076,0.066,237.02,8.6,0,0,1,11,5,1
30055,0.32,0.092,243.51,1.2,0,2,1,11,4,3
30056,0.236,0.05,243.26,1.0,0,0,1,6,6,1
30057,1.636,0.248,235.01,7.0,1,1,17,7,9,19
30058,1.55,0.214,243.01,6.4,0,0,18,29,3,18
30059,1.448,0.15,238.61,6.0,0,1,0,25,1,1
30060,1.292,0.0,240.55,5.2,0,0,18,19,11,18
30061,3.2,0.094,242.65,13.2,0,1,18,8,11,19
30062,1.488,0.206,241.46,6.2,0,0,19,16,5,19
30063,3.702,0.134,236.76,15.6,0,0,18,1,6,18
30064,2.42,0.246,238.09,10.4,0,33,1,25,5,34
30065,0.206,0.106,240.89,1.0,0,0,0,21,9,0
30066,0.216,0.108,236.77,1.0,0,0,0,5,5,0
30067,0.256,0.16,240.56,1.2,0,0,1,14,8,1
30068,1.52,0.056,236.41,6.4,0,0,17,17,5,17
30069,0.256,0.278,242.32,1.4,0,1,1,6,8,2
30070,0.316,0.186,236.43,1.6,0,0,0,23,4,0
30071,0.628,0.0,243.82,3.0,0,1,0,19,12,1
30072,1.308,0.112,242.3,5.4,0,0,18,7,9,18
30073,2.576,0.152,238.24,11.0,0,0,18,12,9,18
30074,2.4,0.356,235.38,11.2,17,2,17,23,6,36
30075,0.548,0.0,240.31,2.6,0,0,1,17,7,1
30076,1.34,0.236,240.48,5.6,1,1,0,9,7,2
30077,0.24,0.046,238.22,1.0,0,0,0,13,5,0
30078,0.56,0.116,240.68,2.4,0,1,0,23,9,1
30079,0.216,0.046,242.43,0.8,0,0,0,23,12,0
30080,1.304,0.052,235.25,5.4,0,0,17,1,6,17
30081,2.45,0.086,239.9,10.2,0,37,0,28,8,37
30082,0.392,0.246,241.83,1.8,0,2,0,8,10,2
30083,1.588,0.088,241.94,6.6,1,0,18,25,1,19
30084,0.458,0.198,234.2,2.2,0,1,0,15,5,1
30085,1.49,0.31,240.11,6.2,0,1,18,18,9,19
30086,0.194,0.108,235.92,1.0,0,0,0,2,8,0
30087,0.246,0.0,241.12,1.0,0,0,1,1,5,1
30088,0.214,0.0,246.56,0.8,0,0,0,3,1,0
30089,0.498,0.256,246.03,2.2,0,0,0,5,4,0
30090,0.304,0.214,238.43,1.4,0,0,0,25,6,0
30091,0.156,0.126,241.79,0.8,0,0,0,25,8,0
30092,0.458,0.31,247.16,2.2,0,1,1,31,1,2
30093,3.95,0.398,237.83,16.6,0,0,17,28,12,17
30094,0.42,0.102,240.67,1.8,0,0,1,14,4,1
30095,0.21,0.108,238.54,1.0,0,1,0,15,6,1
30096,0.458,0.052,240.69,2.0,0,0,1,8,5,1
30097,1.04,0.08,237.91,4.4,0,0,0,8,5,0
30098,1.35,0.218,235.67,5.8,0,1,18,13,6,19
30099,0.436,0.184,235.05,2.0,0,0,0,26,5,0
30100,1.628,0.0,238.56,6.8,0,0,18,24,3,18
30101,0.2,0.064,239.49,0.8,0,0,0,2,10,0
30102,1.384,0.086,239.84,5.8,0,0,17,24,11,17
30103,2.03,0.154,242.31,8.4,0,2,19,18,3,21
30104,1.436,0.1,248.48,5.8,0,1,1,19,12,2
30105,0.186,0.154,241.73,1.0,0,0,1,16,8,1
30106,0.272,0.108,242.3,1.2,0,0,1,23,8,1
30107,0.11,0.0,242.22,0.4,0,0,0,22,8,0
30108,0.144,0.0,241.87,0.6,0,0,0,22,4,0
30109,0.604,0.144,243.42,2.4,0,0,0,2,2,0
30110,1.94,0.454,240.03,8.8,0,0,0,13,6,0
30111,0.256,0.126,240.58,1.2,0,0,1,13,5,1
30112,1.382,0.068,237.99,5.8,0,0,18,21,6,18
30113,0.244,0.154,242.98,1.2,0,1,0,31,7,1
30114,0.228,0.0,247.44,1.0,0,0,0,3,2,0
30115,0.246,0.0,242.73,1.0,0,0,0,5,10,0
30116,0.292,0.106,238.93,1.2,0,2,1,29,6,3
30117,0.42,0.162,238.6,1.8,0,0,0,6,10,0
30118,0.46,0.334,241.08,2.2,0,1,0,4,11,1
30119,0.456,0.11,243.36,1.8,0,0,1,30,5,1
30120,0.104,0.0,238.52,0.4,0,0,0,29,7,0
30121,1.762,0.05,245.08,7.2,0,0,19,29,1,19
30122,0.36,0.082,240.5,1.6,0,0,0,4,11,0
30123,0.488,0.09,236.64,2.0,0,0,0,1,8,0
30124,0.338,0.122,246.34,1.4,0,0,0,1,2,0
30125,1.158,0.246,243.13,5.2,0,0,6,9,6,6
30126,0.384,0.094,239.37,1.6,0,0,1,17,10,1
30127,0.342,0.14,244.99,1.4,0,0,1,23,3,1
30128,1.356,0.154,234.52,6.0,0,21,0,9,5,21
30129,0.132,0.0,243.4,0.6,0,0,1,13,7,1
30130,1.446,0.26,240.64,6.0,0,0,0,25,12,0
30131,0.216,0.0,239.95,0.8,0,0,0,4,3,0
30132,1.346,0.06,239.08,5.6,0,2,18,12,10,20
30133,0.41,0.342,238.45,2.2,0,2,0,15,7,2
30134,1.586,0.358,240.36,6.6,0,0,18,26,9,18
30135,0.136,0.0,235.66,0.6,0,1,0,11,8,1
30136,1.35,0.0,241.87,5.6,0,0,18,15,1,18
30137,0.102,0.0,235.91,0.4,0,0,0,31,7,0
30138,1.554,0.168,238.59,6.4,0,0,18,30,6,18
30139,0.276,0.0,241.93,1.4,0,0,0,14,9,0
30140,0.274,0.2,240.27,1.4,0,1,0,6,9,1
30141,4.44,0.082,238.25,18.6,38,0,17,11,1,55
30142,1.676,0.352,238.6,7.2,1,0,18,5,6,19
30143,1.03,0.046,238.56,4.4,0,1,1,19,11,2
30144,1.48,0.114,242.02,6.2,0,0,18,4,9,18
30145,1.518,0.096,242.46,6.2,0,0,19,8,2,19
30146,0.188,0.074,240.08,0.8,0,0,0,21,9,0
30147,0.264,0.06,243.61,1.0,0,0,0,3,10,0
30148,0.32,0.248,236.96,1.8,0,1,0,9,5,1
30149,0.326,0.084,242.04,1.4,0,1,1,12,10,2
30150,0.32,0.128,247.53,1.4,0,1,1,12,12,2
30151,0.346,0.076,245.76,1.4,0,0,0,10,3,0
30152,0.654,0.072,239.44,3.0,0,0,10,27,9,10
30153,0.228,0.0,245.24,1.0,0,0,0,25,12,0
30154,2.462,0.0,239.56,10.2,0,0,18,9,11,18
30155,0.432,0.186,240.94,2.0,0,0,0,5,10,0
30156,0.308,0.242,241.81,1.6,0,0,1,5,8,1
30157,1.742,0.0,247.79,7.0,0,5,19,30,11,24
30158,0.55,0.124,240.16,2.4,0,1,0,31,10,1
30159,0.396,0.34,242.16,2.2,0,1,0,1,7,1
30160,0.396,0.254,242.83,2.0,0,2,1,15,7,3
30161,0.224,0.0,246.15,1.0,0,0,0,16,12,0
30162,0.346,0.286,242.63,1.8,0,2,0,11,8,2
30163,0.234,0.0,244.18,1.0,0,0,0,22,10,0
30164,0.214,0.0,238.8,0.8,0,0,0,14,4,0
30165,0.656,0.096,238.24,2.8,0,0,0,13,2,0
30166,0.324,0.118,245.39,1.4,0,0,0,7,1,0
30167,1.326,0.328,241.57,5.6,0,0,13,20,7,13
30168,0.14,0.0,237.71,0.6,0,0,0,3,8,0
30169,0.326,0.144,245.58,1.4,0,0,0,29,1,0
30170,0.386,0.156,244.36,1.8,0,0,1,22,1,1
30171,0.312,0.202,238.59,1.6,0,0,0,13,9,0
30172,1.216,0.0,241.58,5.0,0,0,0,17,11,0
30173,0.204,0.136,240.93,1.0,0,0,0,22,8,0
30174,0.266,0.12,244.33,1.2,0,0,1,6,9,1
30175,0.394,0.0,242.92,1.8,0,0,0,3,12,0
30176,1.516,0.166,237.64,6.4,0,1,17,17,1,18
30177,1.402,0.0,237.79,5.8,0,0,17,4,2,17
30178,2.288,0.058,239.61,9.4,0,0,18,24,9,18
30179,0.764,0.0,242.55,3.0,0,0,1,18,3,1
30180,0.466,0.092,243.74,2.0,0,1,0,5,2,1
30181,2.072,0.558,244.74,8.6,1,0,18,7,12,19
30182,1.768,0.314,240.01,7.4,0,1,19,5,5,20
30183,0.272,0.114,242.65,1.2,0,0,1,30,8,1
30184,0.156,0.0,240.69,0.6,0,0,0,7,8,0
30185,0.228,0.122,241.77,1.0,0,0,0,27,6,0
30186,2.46,0.072,240.25,10.2,1,0,18,8,12,19
30187,1.47,0.176,245.75,6.0,0,0,0,25,1,0
30188,1.806,0.09,241.21,7.4,0,0,18,29,1,18
30189,0.404,0.162,238.79,1.8,0,1,0,3,10,1
30190,0.222,0.0,242.76,1.0,0,0,0,23,11,0
30191,0.282,0.0,246.03,1.2,0,0,0,29,1,0
30192,0.316,0.132,242.7,1.4,0,0,0,24,2,0
30193,1.628,0.122,242.0,6.8,0,0,0,21,11,0
30194,1.524,0.084,243.52,6.2,1,0,18,4,12,19
30195,0.566,0.336,239.74,2.8,0,1,0,12,9,1
30196,1.162,0.0,238.77,4.8,0,0,17,11,6,17
30197,0.468,0.23,241.77,2.2,0,1,1,14,7,2
30198,0.354,0.0,241.7,1.8,0,1,0,30,5,1
30199,1.346,0.1,244.7,5.6,0,0,0,24,1,0
30200,1.42,0.07,244.27,5.8,0,0,18,4,3,18
30201,0.132,0.0,244.06,0.6,0,0,0,19,4,0
30202,0.206,0.058,238.09,0.8,0,0,0,26,10,0
30203,0.5,0.09,243.47,2.2,0,0,1,9,5,1
30204,0.22,0.092,237.1,1.0,0,1,1,1,9,2
30205,0.494,0.092,241.45,2.2,0,0,0,27,10,0
30206,1.376,0.066,241.37,5.6,0,0,18,29,3,18
30207,1.464,0.106,241.56,6.0,0,0,0,9,5,0
30208,0.67,0.046,242.82,2.8,0,1,0,26,12,1
30209,0.36,0.078,241.18,1.6,0,0,1,6,10,1
30210,0.33,0.098,240.5,1.4,0,0,0,8,5,0
30211,0.23,0.108,241.35,1.0,0,1,1,26,6,2
30212,0.558,0.21,245.08,2.4,0,0,1,9,12,1
30213,0.27,0.0,242.48,1.2,0,0,0,6,4,0
30214,2.322,0.126,236.96,9.8,0,0,0,4,1,0
30215,0.132,0.0,241.69,0.6,0,0,0,22,8,0
30216,0.402,0.21,242.08,1.8,0,0,0,27,3,0
30217,0.278,0.08,243.14,1.2,0,0,0,10,6,0
30218,0.154,0.0,239.89,0.6,0,0,1,30,7,1
30219,0.51,0.12,242.8,2.4,0,1,1,22,4,2
30220,0.24,0.164,236.34,1.2,0,0,0,5,8,0
30221,1.762,0.108,238.39,7.4,0,0,0,7,2,0
30222,0.402,0.074,242.45,1.6,0,0,0,17,2,0
30223,0.23,0.104,240.73,1.2,0,0,0,7,9,0
30224,1.616,0.084,239.93,6.6,0,0,18,26,8,18
30225,0.112,0.0,241.05,0.6,0,0,0,20,8,0
30226,0.514,0.202,240.24,2.4,0,1,1,31,7,2
30227,0.752,0.346,237.61,3.4,0,1,1,14,9,2
30228,0.254,0.0,248.0,1.0,0,0,1,23,1,1
30229,2.698,0.0,239.71,11.2,1,0,18,28,9,19
30230,1.226,0.328,242.88,5.2,0,0,0,2,12,0
30231,0.408,0.07,243.31,1.8,0,0,0,5,3,0
30232,0.326,0.268,241.55,1.6,0,1,0,17,6,1
30233,1.76,0.348,238.89,7.4,1,2,18,1,7,21
30234,0.354,0.0,248.57,1.4,0,1,1,12,12,2
30235,1.114,0.416,240.78,5.0,0,0,12,14,7,12
30236,1.87,0.156,241.93,7.8,2,0,18,31,12,20
30237,1.764,0.0,242.45,7.2,0,0,18,26,1,18
30238,0.254,0.154,239.71,1.2,0,0,1,4,8,1
30239,1.23,0.0,238.57,5.2,0,0,18,7,7,18
30240,0.41,0.22,244.68,1.8,0,1,1,25,4,2
30241,1.706,0.288,238.27,7.2,0,0,17,29,3,17
30242,1.73,0.0,241.59,7.2,0,1,0,24,3,1
30243,1.658,0.066,236.94,7.0,0,0,0,28,5,0
30244,0.286,0.0,244.62,1.2,0,0,1,27,12,1
30245,0.358,0.0,242.12,1.8,0,0,0,23,7,0
30246,3.498,0.152,235.04,15.4,0,0,18,29,7,18
30247,1.316,0.0,241.63,5.4,1,0,19,3,10,20
30248,1.008,0.262,240.22,4.4,0,5,1,25,5,6
30249,0.338,0.126,244.28,1.4,0,0,1,26,3,1
30250,2.11,0.206,238.46,8.8,0,0,0,28,9,0
30251,0.264,0.114,240.78,1.4,0,0,1,13,7,1
30252,0.138,0.0,240.44,0.6,0,0,0,23,6,0
30253,0.318,0.088,236.59,1.4,0,0,0,27,5,0
30254,0.388,0.276,243.46,2.0,0,0,1,5,7,1
30255,2.37,0.072,239.88,9.8,0,1,18,29,1,19
30256,1.524,0.194,239.55,6.4,0,1,19,3,5,20
30257,2.852,0.226,238.2,12.8,16,1,18,21,2,35
30258,2.528,0.062,235.34,10.6,37,1,0,24,5,38
30259,0.194,0.124,236.0,1.0,0,0,0,4,8,0
30260,1.342,0.272,241.42,5.6,0,0,12,3,7,12
30261,3.558,0.4,231.81,15.4,2,1,16,21,1,19
30262,0.676,0.116,239.79,2.8,0,0,1,10,7,1
30263,0.232,0.144,241.98,1.2,0,0,0,23,8,0
30264,0.238,0.064,238.53,1.0,0,0,0,7,5,0
30265,0.414,0.192,243.25,1.8,0,0,1,13,11,1
30266,0.358,0.102,246.65,1.4,0,0,0,8,5,0
30267,0.144,0.0,239.84,0.6,0,0,0,13,9,0
30268,0.41,0.102,238.81,1.8,1,0,0,24,5,1
30269,0.81,0.0,244.13,3.4,0,0,0,4,10,0
30270,2.094,0.072,239.63,8.6,0,0,19,26,1,19
30271,1.636,0.05,242.08,6.6,0,0,18,20,10,18
30272,6.012,0.058,239.43,25.4,39,0,17,23,12,56
30273,2.792,0.256,240.76,11.6,38,0,1,14,3,39
30274,0.258,0.052,243.8,1.2,0,0,0,23,3,0
30275,0.1,0.0,239.03,0.4,0,0,0,14,6,0
30276,0.882,0.226,241.73,3.8,0,0,12,3,7,12
30277,0.806,0.35,240.66,3.6,0,1,0,17,6,1
30278,0.28,0.0,242.25,1.2,0,0,0,20,2,0
30279,1.696,0.058,243.27,6.8,0,0,18,11,2,18
30280,1.354,0.0,242.5,5.6,0,0,18,6,4,18
30281,0.382,0.356,241.83,2.0,0,1,1,30,6,2
30282,0.174,0.152,240.49,0.8,0,0,1,19,8,1
30283,0.3,0.236,240.01,1.6,0,0,0,20,7,0
30284,1.384,0.0,241.64,5.6,0,0,18,10,2,18
30285,1.312,0.0,238.13,5.4,0,0,17,22,9,17
30286,0.344,0.058,244.76,1.4,0,0,0,23,1,0
30287,0.198,0.122,243.85,0.8,0,1,1,19,7,2
30288,2.73,0.172,233.78,11.6,37,0,0,24,6,37
30289,1.342,0.048,241.31,5.4,0,0,18,18,5,18
30290,0.354,0.13,238.29,1.6,0,0,0,20,5,0
30291,1.722,0.18,237.97,7.2,0,0,18,10,6,18
30292,0.332,0.212,241.77,1.6,0,1,0,6,7,1
30293,0.38,0.254,241.44,2.0,0,2,1,25,9,3
30294,1.42,0.074,244.91,5.8,0,0,19,8,12,19
30295,1.456,0.196,240.87,6.0,0,1,18,5,4,19
30296,0.25,0.114,243.68,1.0,0,0,1,27,6,1
30297,0.87,0.124,241.11,3.6,0,0,0,21,1,0
30298,0.234,0.0,244.58,1.0,0,0,0,22,3,0
30299,0.322,0.088,242.38,1.4,0,0,0,10,4,0
30300,0.426,0.0,241.21,2.0,0,0,0,7,10,0
30301,0.234,0.0,241.41,1.0,0,0,1,14,5,1
30302,0.08,0.0,240.07,0.2,0,0,1,8,8,1
30303,0.834,0.222,244.03,3.4,0,0,0,30,8,0
30304,0.252,0.062,240.27,1.2,0,1,1,26,7,2
30305,2.678,0.078,241.35,11.0,0,0,18,31,8,18
30306,0.346,0.0,239.84,1.8,0,0,1,9,6,1
30307,0.236,0.096,235.3,1.0,0,1,0,5,6,1
30308,1.42,0.072,242.86,5.8,0,0,18,4,3,18
30309,4.038,0.0,231.84,17.4,0,57,0,7,8,57
30310,0.34,0.24,242.09,1.6,0,2,1,30,7,3
30311,1.584,0.31,243.74,6.6,0,1,19,16,4,20
30312,0.328,0.098,244.01,1.4,0,1,0,12,11,1
30313,0.306,0.082,247.42,1.4,0,0,0,14,12,0
30314,0.352,0.098,242.8,1.4,0,0,1,26,1,1
30315,0.472,0.21,242.85,2.0,0,1,1,19,9,2
30316,2.088,0.056,236.8,8.8,0,0,18,18,11,18
30317,1.444,0.0,244.22,5.8,0,0,19,24,1,19
30318,0.938,0.21,235.25,4.2,0,1,0,6,1,1
30319,2.038,0.248,237.22,8.6,0,0,0,10,4,0
30320,1.222,0.0,242.33,5.0,0,0,1,4,1,1
30321,0.484,0.22,240.56,2.2,0,0,0,3,5,0
30322,0.204,0.082,243.31,0.8,0,0,1,1,10,1
30323,1.45,0.092,249.36,5.8,0,1,19,20,12,20
30324,1.682,0.204,242.31,7.0,1,0,0,23,11,1
30325,0.56,0.212,238.11,2.4,0,0,0,25,8,0
30326,0.22,0.0,242.44,1.0,0,0,0,10,10,0
30327,2.282,0.084,239.2,9.4,0,0,19,12,5,19
30328,0.312,0.166,239.82,1.6,0,0,1,30,7,1
30329,0.716,0.0,239.76,3.0,0,0,0,6,12,0
30330,0.288,0.064,242.07,1.4,0,0,0,24,2,0
30331,0.23,0.0,239.23,1.0,0,0,0,15,4,0
30332,0.68,0.122,239.81,3.2,0,0,0,6,11,0
30333,1.976,0.162,242.18,8.2,1,0,18,15,3,19
30334,0.278,0.0,241.16,1.2,0,1,0,21,4,1
30335,0.744,0.446,243.21,4.6,0,0,0,20,5,0
30336,3.542,0.228,236.94,15.0,0,0,17,16,2,17
30337,0.324,0.094,242.19,1.4,0,1,1,27,11,2
30338,1.502,0.17,240.95,6.2,0,1,18,17,4,19
30339,0.57,0.082,236.75,2.4,0,1,0,1,3,1
30340,0.356,0.076,244.23,1.4,0,0,1,3,10,1
30341,0.232,0.132,240.79,1.0,0,0,1,1,7,1
30342,1.83,0.286,236.84,7.8,0,2,17,18,10,19
30343,0.33,0.11,241.65,1.4,0,0,1,6,10,1
30344,2.184,0.0,240.35,9.0,0,0,0,21,12,0
30345,1.556,0.19,241.31,6.4,0,0,18,14,3,18
30346,0.444,0.184,243.2,2.0,0,0,0,14,5,0
30347,1.652,0.134,241.8,6.8,0,0,0,30,11,0
30348,2.994,0.128,237.31,12.6,0,0,0,17,2,0
30349,0.232,0.108,233.8,1.0,0,0,0,24,7,0
30350,0.3,0.114,245.03,1.4,0,1,1,8,6,2
30351,2.128,0.088,239.81,9.0,1,1,17,17,1,19
30352,0.214,0.0,244.45,0.8,0,0,0,15,1,0
30353,0.3,0.086,242.67,1.2,0,2,0,13,4,2
30354,1.142,0.0,242.11,4.8,1,0,0,9,6,1
30355,1.62,0.114,239.66,6.8,0,0,18,26,3,18
30356,0.248,0.0,242.43,1.0,0,0,1,24,4,1
30357,1.406,0.066,236.86,5.8,0,2,18,17,10,20
30358,0.176,0.098,237.53,0.8,0,0,0,14,8,0
30359,0.496,0.084,243.5,2.2,0,0,0,30,11,0
30360,0.156,0.0,239.45,0.6,0,0,0,13,6,0
30361,1.412,0.054,243.08,5.8,0,0,18,24,10,18
30362,1.862,0.184,238.91,7.8,1,0,18,5,11,19
30363,0.476,0.152,247.14,2.0,0,0,1,18,1,1
30364,0.372,0.12,246.05,1.6,0,1,0,3,1,1
30365,0.308,0.094,238.01,1.4,0,0,0,12,2,0
30366,1.298,0.052,239.05,5.4,0,0,18,16,10,18
30367,0.326,0.088,243.31,1.4,0,1,0,12,10,1
30368,0.308,0.108,242.37,1.4,0,1,0,6,4,1
30369,2.894,0.528,237.61,13.0,11,0,18,15,8,29
30370,1.53,0.222,245.59,6.2,0,2,19,15,1,21
30371,0.678,0.06,238.16,2.8,0,0,0,25,9,0
30372,0.338,0.062,245.66,1.4,0,0,1,31,1,1
30373,0.308,0.09,241.29,1.2,0,2,1,12,4,3
30374,1.922,0.412,240.81,8.2,1,1,19,20,6,21
30375,1.548,0.212,241.14,6.4,1,2,17,14,3,20
30376,1.38,0.0,237.16,5.8,1,0,17,28,3,18
30377,0.316,0.224,240.68,1.6,0,0,0,23,6,0
30378,0.312,0.174,238.76,1.6,0,2,1,5,7,3
30379,0.266,0.208,234.8,1.4,0,0,0,31,7,0
30380,1.376,0.082,241.11,5.8,0,0,11,20,9,11
30381,0.272,0.0,243.18,1.2,0,0,0,10,3,0
30382,1.406,0.076,245.92,5.6,0,1,19,4,2,20
30383,2.322,0.154,240.2,9.6,0,0,18,21,2,18
30384,1.758,0.134,239.66,7.4,0,2,18,2,11,20
30385,1.172,0.094,244.1,4.8,0,0,1,19,11,1
30386,1.364,0.0,241.55,5.6,0,0,0,27,3,0
30387,0.312,0.0,243.48,1.2,0,0,0,27,11,0
30388,0.216,0.0,234.71,1.0,0,0,0,25,5,0
