Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,day,month,Total_power_use
1.834,0.098,241.02,7.6,0,0,19,4,11,19
0.226,0.0,239.14,1.0,0,0,0,20,5,0
1.4,0.11,241.03,5.8,0,0,18,21,3,18
1.388,0.094,239.56,5.8,0,0,18,23,10,18
0.364,0.0,243.13,1.6,0,0,1,30,5,1
0.28,0.112,243.65,1.4,0,0,1,16,8,1
0.222,0.0,241.54,1.0,0,0,0,23,11,0
0.086,0.0,241.41,0.4,0,0,0,15,6,0
0.344,0.232,243.03,1.8,0,2,0,17,4,2
0.22,0.0,242.69,1.0,0,0,0,9,4,0
0.784,0.314,237.87,3.8,0,2,1,7,6,3
0.37,0.156,235.13,1.6,0,1,0,21,5,1
0.314,0.256,241.17,1.6,0,2,1,8,8,3
0.144,0.0,233.6,0.6,0,0,0,8,8,0
0.496,0.102,240.5,2.2,0,0,0,23,3,0
0.196,0.108,242.42,1.0,0,1,0,26,6,1
3.698,0.06,234.03,15.8,36,0,17,4,2,53
0.172,0.0,241.87,0.8,0,0,0,31,5,0
0.224,0.0,243.28,0.8,0,0,1,15,11,1
0.324,0.186,239.94,1.6,0,0,1,16,9,1
0.24,0.0,242.16,1.0,0,0,0,6,1,0
0.404,0.102,243.79,1.8,0,0,1,29,4,1
0.314,0.108,240.23,1.4,0,0,0,30,3,0
1.402,0.06,240.17,5.8,0,0,1,21,9,1
3.472,0.188,236.64,14.6,37,0,0,30,11,37
0.508,0.174,235.81,2.6,0,0,0,14,5,0
0.544,0.142,243.6,2.4,0,0,1,16,5,1
1.302,0.0,241.38,5.4,0,0,18,12,11,18
1.754,0.074,237.0,7.6,0,0,0,4,10,0
0.314,0.118,239.09,1.4,0,2,0,1,2,2
1.818,0.08,234.24,7.6,0,0,17,7,5,17
0.86,0.088,238.38,3.6,0,0,0,10,11,0
0.226,0.0,239.71,1.0,0,0,0,31,10,0
0.354,0.0,242.32,1.8,0,0,1,29,7,1
2.15,0.2,238.34,9.0,0,0,30,1,9,30
0.292,0.056,233.62,1.2,0,0,0,25,5,0
1.324,0.0,241.23,5.4,0,0,18,17,3,18
0.47,0.082,234.1,2.0,0,0,1,27,5,1
2.044,0.054,244.07,8.8,0,0,9,8,1,9
1.332,0.052,241.72,5.4,0,0,19,21,10,19
1.304,0.096,239.63,5.4,0,1,18,18,7,19
1.396,0.1,241.15,5.8,0,0,19,29,10,19
3.086,0.332,232.7,13.6,0,3,17,16,2,20
0.34,0.118,242.52,1.4,0,2,1,7,10,3
0.224,0.0,245.71,0.8,0,0,0,9,2,0
0.368,0.14,242.12,1.6,0,0,0,10,11,0
1.81,0.114,239.7,7.6,0,0,18,6,3,18
1.404,0.12,243.38,5.8,0,0,18,9,9,18
0.084,0.0,243.07,0.2,0,0,1,18,8,1
0.296,0.0,247.4,1.2,0,0,1,24,10,1
1.826,0.248,240.3,7.6,0,2,18,8,2,20
0.214,0.0,246.18,0.8,0,0,0,25,12,0
0.37,0.078,237.44,1.6,0,0,0,7,4,0
0.256,0.1,244.32,1.2,0,1,1,1,9,2
0.206,0.0,242.69,1.0,0,0,0,24,6,0
1.612,0.052,241.12,6.6,0,0,0,21,11,0
2.592,0.062,240.97,10.6,0,0,18,9,3,18
0.65,0.0,243.09,2.8,0,0,1,19,7,1
2.248,0.052,238.33,9.4,0,0,0,22,2,0
0.254,0.0,239.37,1.0,0,0,1,2,3,1
1.008,0.282,242.2,4.2,0,0,12,10,5,12
0.218,0.11,244.03,1.0,0,0,1,2,8,1
1.048,0.424,240.07,4.6,0,1,11,5,10,12
0.27,0.046,245.21,1.2,0,0,0,22,11,0
1.024,0.366,236.45,4.6,1,2,12,14,9,15
0.234,0.0,244.31,1.0,0,0,0,22,10,0
0.476,0.074,243.71,1.8,0,0,0,23,11,0
0.236,0.082,241.55,1.0,0,1,1,13,9,2
0.484,0.082,239.07,2.2,0,0,0,28,1,0
2.37,0.054,237.21,10.0,0,0,17,8,9,17
0.412,0.274,243.4,2.2,0,1,0,12,6,1
3.088,0.0,240.17,12.8,1,0,18,3,2,19
0.29,0.0,238.24,1.2,0,0,0,24,5,0
1.246,0.282,240.18,5.4,0,0,7,30,3,7
0.298,0.22,244.85,1.4,0,0,1,30,9,1
0.258,0.094,240.23,1.2,0,0,1,12,6,1
3.004,0.05,237.26,12.6,0,2,17,4,3,19
0.272,0.212,238.58,1.4,0,1,0,22,6,1
1.5,0.068,244.14,6.0,0,0,19,15,1,19
0.374,0.136,241.5,1.6,0,2,1,2,3,3
0.52,0.224,239.96,2.6,0,0,0,29,7,0
1.46,0.05,240.03,6.0,0,0,18,18,2,18
0.202,0.0,241.96,0.8,0,0,0,29,12,0
1.328,0.222,237.36,5.6,0,1,17,21,6,18
2.554,0.176,237.01,10.8,0,2,18,9,3,20
1.578,0.046,240.56,6.4,0,0,18,2,9,18
4.978,0.474,239.19,20.8,39,1,18,31,1,58
6.458,0.342,235.03,27.4,38,0,17,5,3,55
0.37,0.122,238.2,1.6,0,0,0,25,7,0
0.46,0.232,241.68,2.2,0,1,0,27,4,1
0.21,0.0,239.56,0.8,0,0,0,9,2,0
0.36,0.0,241.99,1.4,0,1,0,14,3,1
0.302,0.102,243.59,1.2,0,0,0,17,3,0
1.332,0.062,242.11,5.4,0,0,19,8,2,19
0.294,0.088,240.38,1.2,0,0,0,9,4,0
1.962,0.334,240.58,8.8,0,0,18,15,6,18
3.336,0.0,240.57,13.8,0,0,0,18,2,0
0.256,0.0,239.34,1.0,0,0,1,14,9,1
0.256,0.0,241.96,1.4,0,0,1,24,8,1
2.956,0.088,239.95,12.2,0,0,18,24,10,18
1.77,0.256,236.96,7.6,0,1,18,10,1,19
0.332,0.17,242.92,1.6,0,0,1,26,8,1
0.944,0.224,240.22,4.0,0,0,1,10,7,1
0.616,0.156,243.59,2.6,0,1,0,20,10,1
0.158,0.122,240.23,0.8,0,0,1,15,8,1
1.322,0.0,232.85,5.6,0,0,17,7,5,17
0.236,0.0,244.28,1.0,0,0,0,10,1,0
1.366,0.084,241.51,5.6,0,2,18,2,4,20
3.954,0.25,236.97,16.6,37,1,18,30,8,56
0.508,0.218,242.96,2.4,0,1,0,15,5,1
0.144,0.0,240.08,0.6,0,0,0,7,7,0
0.388,0.248,243.8,1.8,0,2,1,21,7,3
0.25,0.0,243.72,1.0,0,0,0,14,2,0
0.532,0.138,237.01,2.2,0,4,0,3,5,4
3.526,0.224,236.23,14.8,0,36,18,25,5,54
0.278,0.224,238.51,1.4,0,1,0,3,5,1
0.386,0.23,241.97,2.0,0,2,1,1,9,3
1.4,0.206,239.19,5.8,0,0,1,4,5,1
0.306,0.058,239.45,1.2,0,0,0,18,10,0
3.252,0.206,239.5,13.6,0,1,0,31,12,1
2.182,0.28,238.41,9.2,0,0,0,26,11,0
2.046,0.188,234.78,8.8,0,0,16,27,7,16
0.246,0.124,241.38,1.2,0,0,1,8,8,1
0.208,0.0,246.46,0.8,0,0,0,18,12,0
0.37,0.046,240.08,1.6,0,0,1,17,10,1
0.394,0.212,246.37,1.8,0,0,0,15,1,0
0.366,0.086,242.12,1.6,0,0,0,20,5,0
0.228,0.088,240.06,1.0,0,0,1,7,8,1
0.22,0.0,243.17,1.0,0,0,0,1,12,0
5.702,0.08,234.65,24.4,37,22,17,27,12,76
2.742,0.0,243.75,11.2,39,0,1,16,12,40
0.25,0.0,244.94,1.0,0,0,0,6,2,0
0.326,0.138,239.79,1.4,0,0,0,1,7,0
0.154,0.0,240.78,0.6,0,0,1,11,8,1
1.374,0.114,238.32,5.8,0,0,17,2,2,17
0.288,0.0,243.01,1.2,0,0,0,20,4,0
0.244,0.0,240.02,1.0,0,0,1,2,7,1
2.784,0.172,239.74,11.6,0,1,18,16,1,19
0.9,0.278,240.56,3.8,0,1,11,10,4,12
0.816,0.224,242.26,3.4,0,0,0,31,1,0
3.852,0.398,240.03,16.0,0,38,18,20,12,56
2.23,0.164,240.11,9.2,0,1,19,15,4,20
0.222,0.136,240.02,1.0,0,0,0,15,4,0
2.99,0.21,238.14,12.8,0,29,17,12,9,46
0.152,0.0,238.32,0.6,0,0,1,8,8,1
1.016,0.28,242.54,4.4,0,0,1,11,5,1
0.188,0.104,236.99,0.8,0,1,0,22,6,1
0.08,0.0,240.75,0.2,0,0,1,22,8,1
0.406,0.204,241.79,1.8,0,0,1,25,10,1
0.754,0.132,244.51,3.8,0,0,5,22,1,5
0.892,0.218,238.88,3.8,0,0,11,20,9,11
0.406,0.186,242.53,1.8,0,1,1,9,10,2
0.418,0.322,241.79,2.2,0,1,1,6,7,2
0.426,0.0,242.03,1.8,0,1,1,4,10,2
0.856,0.228,238.68,3.6,0,0,11,4,6,11
1.822,0.196,241.39,7.8,0,23,1,18,4,24
0.82,0.178,240.39,3.4,0,0,12,23,6,12
0.324,0.088,247.4,1.4,0,0,0,15,12,0
1.574,0.226,241.13,6.6,0,0,19,26,9,19
0.182,0.0,241.34,0.8,0,0,0,28,8,0
0.328,0.222,240.73,1.6,0,0,1,5,8,1
0.284,0.05,242.51,1.2,0,0,0,21,1,0
0.216,0.118,243.39,1.0,0,2,0,1,6,2
0.08,0.0,240.4,0.2,0,0,1,24,8,1
0.252,0.078,242.66,1.0,0,0,0,4,6,0
0.298,0.12,240.39,1.4,0,1,0,17,2,1
0.398,0.266,250.67,1.8,0,1,0,24,12,1
1.268,0.106,243.03,5.2,0,0,1,13,11,1
0.334,0.096,245.58,1.4,0,0,0,29,3,0
3.722,0.154,238.98,15.4,37,0,19,26,9,56
0.198,0.114,244.93,1.0,0,0,0,3,9,0
0.314,0.0,239.27,1.2,0,0,1,24,9,1
2.188,0.144,234.83,9.4,1,1,17,30,3,19
2.852,0.308,237.89,12.8,0,1,18,21,4,19
0.328,0.124,243.38,1.4,0,2,1,22,5,3
0.312,0.064,247.14,1.4,0,0,0,23,3,0
0.426,0.264,239.98,2.0,0,0,1,19,6,1
0.218,0.102,235.93,1.0,0,0,0,23,7,0
0.414,0.084,240.72,1.8,0,0,1,22,2,1
0.248,0.156,241.98,1.2,0,0,0,5,7,0
1.88,0.2,238.19,7.8,0,1,18,28,9,19
1.458,0.086,240.63,6.0,0,0,18,17,5,18
0.304,0.236,243.13,1.6,0,0,0,4,7,0
2.542,0.134,236.0,10.8,0,1,17,17,1,18
0.27,0.068,239.46,1.2,0,0,0,24,2,0
0.286,0.0,241.8,1.6,0,0,0,23,4,0
0.674,0.204,244.71,2.8,0,1,0,28,12,1
1.688,0.146,239.25,7.0,0,3,17,13,10,20
0.28,0.0,238.03,1.2,0,0,0,15,5,0
1.152,0.224,246.47,4.8,0,0,0,14,12,0
2.35,0.364,239.95,9.8,0,1,28,27,10,29
1.406,0.0,238.15,5.8,0,0,17,22,2,17
1.208,0.0,233.4,5.2,0,0,16,12,5,16
0.432,0.34,240.87,2.2,0,1,1,23,7,2
2.248,0.152,237.45,9.4,1,0,17,28,10,18
3.082,0.248,234.51,13.2,0,1,17,10,2,18
0.226,0.0,242.64,1.0,0,0,0,4,3,0
3.206,0.074,232.72,13.8,0,0,17,30,1,17
0.144,0.0,240.72,0.6,0,0,0,16,9,0
1.152,0.0,233.65,4.8,0,0,17,13,8,17
0.524,0.116,242.14,2.4,0,0,0,16,2,0
0.408,0.216,248.36,1.8,0,0,0,21,1,0
0.154,0.122,239.76,0.8,0,0,1,12,8,1
3.758,0.278,239.51,15.6,38,0,19,24,6,57
0.402,0.228,238.43,1.8,0,2,0,9,4,2
0.304,0.112,241.25,1.2,0,1,0,24,2,1
2.502,0.126,239.61,10.4,0,0,18,3,6,18
0.334,0.092,242.41,1.4,0,0,1,23,4,1
1.57,0.096,240.12,6.4,0,0,0,25,1,0
2.974,0.106,242.49,12.2,0,0,18,23,12,18
0.246,0.118,240.95,1.0,0,0,1,19,8,1
4.928,0.276,237.69,20.6,0,36,18,4,1,54
4.184,0.424,234.78,17.8,38,1,1,13,11,40
0.506,0.0,235.95,2.0,0,1,0,3,3,1
0.428,0.122,242.88,2.0,0,0,0,31,3,0
0.17,0.0,241.71,0.8,0,0,2,22,7,2
1.462,0.068,247.3,5.8,0,0,20,14,2,20
0.25,0.11,240.28,1.2,0,1,0,15,9,1
1.684,0.052,242.18,7.0,0,0,18,17,12,18
0.856,0.122,242.12,3.6,0,0,12,17,7,12
0.178,0.104,239.06,0.8,0,0,0,16,8,0
0.266,0.0,244.32,1.0,0,0,1,16,4,1
0.186,0.0,240.83,1.0,0,0,1,24,8,1
0.852,0.126,243.78,3.6,0,0,1,28,9,1
1.758,0.0,246.82,7.0,0,0,19,10,3,19
0.858,0.172,240.09,3.6,0,0,0,17,11,0
0.428,0.276,243.42,2.0,0,2,1,9,11,3
4.612,0.536,237.78,19.4,0,36,17,30,12,53
0.442,0.222,242.41,2.0,0,2,0,28,2,2
0.264,0.046,246.47,1.2,0,0,0,4,3,0
0.284,0.186,242.89,1.4,0,1,1,21,8,2
2.462,0.0,236.31,10.4,0,18,18,16,5,36
1.698,0.136,235.66,7.2,0,1,17,11,10,18
3.694,0.108,242.06,15.2,38,0,18,17,1,56
0.386,0.116,242.59,1.6,0,2,1,6,5,3
0.37,0.358,241.31,2.0,0,2,0,11,6,2
2.174,0.262,240.07,9.0,5,0,19,4,6,24
0.326,0.142,243.09,1.4,0,0,0,30,3,0
0.242,0.0,246.04,1.0,0,0,0,9,2,0
0.378,0.192,238.84,1.8,0,2,0,17,10,2
0.27,0.216,234.6,1.4,0,0,0,2,8,0
0.324,0.148,240.83,1.6,0,0,1,1,7,1
0.232,0.0,241.93,1.0,0,0,1,2,10,1
1.962,0.098,239.71,8.2,0,0,18,24,3,18
0.104,0.0,236.43,0.4,0,0,0,3,8,0
1.38,0.0,242.04,5.6,0,0,19,18,3,19
1.324,0.058,240.44,5.4,0,0,18,2,9,18
0.13,0.0,243.41,0.6,0,0,0,15,9,0
0.302,0.234,241.65,1.6,0,1,0,11,9,1
0.288,0.13,244.46,1.4,0,0,1,1,7,1
0.26,0.128,243.45,1.2,0,0,1,10,8,1
0.29,0.0,234.33,1.4,0,0,0,22,5,0
1.686,0.326,241.41,7.0,0,0,18,28,4,18
0.482,0.098,242.53,2.0,0,1,1,26,11,2
1.38,0.0,243.22,5.6,0,0,19,5,4,19
1.872,0.154,235.41,8.0,0,0,0,17,1,0
0.508,0.358,247.57,2.6,0,2,0,1,4,2
2.39,0.058,246.4,9.6,0,0,20,5,1,20
0.404,0.34,241.4,2.2,0,1,0,29,7,1
0.508,0.322,243.46,2.4,0,0,0,5,4,0
0.23,0.0,242.49,1.0,0,0,0,5,1,0
0.23,0.132,243.98,1.0,0,0,1,13,9,1
0.208,0.098,239.27,1.0,0,0,0,30,6,0
1.654,0.184,242.78,6.8,0,0,18,11,12,18
0.404,0.218,244.86,1.8,0,0,0,21,10,0
3.152,0.24,240.14,13.2,1,36,0,18,3,37
1.496,0.05,238.49,6.2,1,0,18,11,3,19
1.972,0.096,237.11,8.2,0,0,17,27,4,17
1.522,0.0,244.24,6.2,1,0,18,20,11,19
0.318,0.21,242.11,1.6,0,1,1,22,7,2
0.658,0.0,243.62,2.6,0,0,1,25,9,1
0.392,0.316,237.28,2.0,0,1,0,15,7,1
1.292,0.072,239.18,5.4,0,0,18,16,9,18
0.252,0.0,244.62,1.0,0,0,1,19,1,1
2.63,0.184,237.86,11.0,0,0,18,18,9,18
0.332,0.084,237.99,1.4,0,0,0,1,2,0
0.264,0.0,243.15,1.2,0,0,0,17,7,0
1.892,0.0,235.82,8.0,0,0,17,21,12,17
0.39,0.206,241.41,1.8,0,0,0,19,1,0
0.152,0.0,240.59,0.6,0,0,0,5,9,0
2.944,0.454,238.01,12.6,0,2,1,17,3,3
1.304,0.056,241.9,5.4,0,0,18,5,2,18
0.43,0.208,242.93,2.0,0,1,1,29,4,2
0.472,0.222,250.09,2.0,0,0,0,20,12,0
3.516,0.32,237.06,15.2,0,0,17,26,12,17
1.452,0.104,242.61,6.0,0,0,18,1,4,18
1.542,0.162,239.86,6.4,0,0,18,15,2,18
1.448,0.0,242.21,6.0,0,0,18,2,12,18
1.124,0.424,242.85,5.0,0,1,1,11,6,2
1.338,0.0,241.49,5.4,0,0,18,23,4,18
0.332,0.102,239.86,1.6,0,0,1,29,8,1
0.416,0.366,237.6,2.2,1,1,0,24,6,2
0.25,0.252,239.87,1.4,0,0,1,26,8,1
1.488,0.098,243.73,6.0,0,0,19,18,4,19
0.58,0.0,244.72,2.6,0,0,0,4,12,0
0.542,0.298,245.89,2.6,0,1,0,19,1,1
1.41,0.098,242.88,5.8,0,0,18,31,10,18
0.252,0.128,242.28,1.2,0,0,0,3,10,0
0.348,0.06,246.09,1.4,0,0,0,3,3,0
0.202,0.0,242.54,0.8,0,0,0,2,12,0
0.226,0.0,239.87,1.0,1,0,0,8,7,1
0.322,0.12,245.66,1.4,0,0,0,28,3,0
0.29,0.048,242.95,1.6,0,0,2,17,2,2
1.506,0.24,240.84,6.2,0,2,18,1,5,20
4.348,0.172,242.83,18.0,0,1,19,26,12,20
0.642,0.086,245.24,2.6,0,0,1,25,4,1
0.35,0.066,240.52,1.4,0,0,1,8,10,1
0.21,0.056,240.92,0.8,0,0,0,27,10,0
1.568,0.286,241.3,6.6,0,1,19,11,10,20
1.342,0.048,242.25,5.4,0,0,18,25,1,18
1.78,0.172,234.35,7.6,0,0,17,27,5,17
0.822,0.046,242.16,3.4,0,2,0,26,11,2
1.316,0.186,238.03,5.6,0,1,18,5,9,19
1.542,0.132,239.36,6.4,0,0,18,17,1,18
2.534,0.092,238.91,10.6,0,1,17,6,12,18
0.144,0.0,242.81,0.6,0,0,1,29,8,1
1.344,0.1,244.75,5.6,0,0,0,24,1,0
1.53,0.154,237.75,6.4,0,0,18,21,9,18
0.21,0.104,239.4,1.0,0,0,0,17,9,0
0.294,0.21,241.75,1.4,0,1,1,19,8,2
0.382,0.228,243.77,1.8,0,2,0,28,1,2
0.332,0.206,243.72,1.6,0,1,0,26,8,1
0.322,0.068,242.42,1.4,0,0,0,12,10,0
2.88,0.0,238.08,12.0,0,2,18,14,12,20
4.756,0.198,239.4,19.8,0,2,17,12,1,19
2.172,0.26,242.53,9.2,0,0,1,8,9,1
0.274,0.0,237.41,1.2,0,0,0,5,6,0
1.368,0.094,242.3,5.6,0,2,18,21,9,20
0.194,0.11,233.75,1.0,0,0,0,30,7,0
0.34,0.218,243.9,1.6,0,0,1,6,6,1
1.532,0.06,241.37,6.2,0,0,18,19,2,18
0.226,0.0,242.72,1.0,0,0,0,28,1,0
1.276,0.048,239.16,5.2,0,0,17,19,11,17
0.3,0.106,241.05,1.2,0,2,0,11,4,2
0.244,0.0,247.68,1.0,0,0,0,17,12,0
2.11,0.356,246.85,8.6,0,2,19,16,1,21
0.3,0.156,241.27,1.6,0,0,0,6,8,0
1.634,0.0,243.99,6.6,0,0,18,28,3,18
0.326,0.12,248.25,1.4,0,0,1,3,11,1
1.254,0.256,243.04,5.4,0,1,15,6,8,16
0.26,0.144,240.74,1.2,1,2,0,25,8,3
0.08,0.0,239.93,0.2,0,0,1,28,8,1
1.336,0.0,239.35,5.6,0,0,0,29,4,0
1.578,0.266,238.88,6.6,0,1,0,17,11,1
0.244,0.12,241.45,1.0,0,0,0,19,8,0
0.604,0.0,240.6,2.4,0,0,0,2,1,0
1.892,0.518,238.65,8.2,0,1,18,29,1,19
1.448,0.106,239.68,6.0,0,0,0,7,6,0
1.48,0.26,236.79,6.4,0,1,18,22,9,19
0.648,0.358,240.15,3.0,0,0,0,15,5,0
1.31,0.06,242.3,5.4,0,1,1,8,5,2
0.356,0.218,242.08,1.6,0,1,1,30,6,2
0.246,0.124,238.27,1.2,0,0,0,3,8,0
0.298,0.074,243.94,1.2,0,0,0,15,3,0
0.208,0.0,247.67,0.8,0,0,0,22,12,0
2.564,0.386,238.45,11.2,0,2,1,21,5,3
3.764,0.462,239.06,15.8,0,3,18,31,3,21
0.244,0.1,243.27,1.0,0,2,1,16,7,3
1.324,0.0,240.49,5.4,0,0,18,23,4,18
0.212,0.124,245.08,1.0,0,1,1,25,9,2
0.312,0.078,239.09,1.2,0,1,0,18,5,1
1.526,0.06,239.39,6.4,0,0,18,28,5,18
1.242,0.0,241.2,5.0,0,0,18,23,9,18
1.292,0.0,242.35,5.2,0,0,0,12,11,0
0.736,0.154,241.49,3.0,0,0,0,12,10,0
0.274,0.216,234.69,1.4,0,0,0,1,8,0
0.502,0.094,241.73,2.2,0,0,0,14,1,0
0.662,0.238,242.96,3.2,0,0,6,14,9,6
0.246,0.05,234.62,1.0,1,0,0,16,7,1
0.31,0.0,242.12,1.4,0,0,0,9,3,0
1.404,0.0,246.0,5.6,0,0,19,10,3,19
2.518,0.086,234.04,10.6,0,0,17,24,3,17
0.39,0.104,245.22,1.6,0,0,1,22,4,1
0.228,0.116,240.16,1.0,0,0,0,23,9,0
1.642,0.18,238.72,6.8,0,1,1,26,10,2
1.586,0.0,237.32,6.6,0,2,17,2,10,19
0.514,0.334,240.65,2.6,0,1,1,10,10,2
1.598,0.068,240.78,6.6,0,2,18,14,3,20
1.358,0.0,245.46,5.4,0,0,19,28,12,19
1.81,0.442,245.98,7.6,0,0,19,25,3,19
0.19,0.104,241.6,0.8,0,0,0,13,6,0
2.632,0.088,238.14,11.0,0,0,18,17,4,18
0.248,0.0,244.24,1.0,0,0,0,28,12,0
1.542,0.17,239.31,6.4,0,2,18,27,2,20
0.26,0.0,247.02,1.0,0,0,1,14,3,1
1.472,0.0,246.48,6.0,1,0,19,15,11,20
0.286,0.26,239.17,1.6,0,1,0,15,8,1
1.474,0.068,236.74,6.2,0,1,18,5,8,19
0.59,0.2,239.42,2.8,0,1,0,9,3,1
1.502,0.064,244.0,6.0,0,0,19,30,12,19
0.304,0.074,240.12,1.2,0,0,0,19,3,0
0.426,0.23,240.83,2.0,0,2,0,11,10,2
0.08,0.0,239.1,0.2,0,0,0,12,8,0
1.92,0.118,239.44,8.0,0,0,18,18,11,18
0.572,0.206,239.0,2.4,0,0,1,17,5,1
0.612,0.282,239.84,3.2,0,0,4,3,6,4
2.288,0.31,241.35,9.6,0,1,19,28,9,20
0.604,0.0,242.73,2.4,0,0,1,4,5,1
0.198,0.066,241.29,0.8,0,0,0,11,7,0
0.71,0.0,240.58,3.0,0,0,0,17,8,0
0.388,0.0,240.67,1.6,0,3,0,19,11,3
0.822,0.12,247.2,3.2,0,0,0,28,1,0
0.896,0.222,240.44,3.8,0,1,11,22,5,12
1.268,0.49,239.87,6.6,0,1,0,29,6,1
4.026,0.262,236.12,17.2,38,0,0,17,4,38
3.382,0.186,236.39,14.2,0,0,17,9,11,17
1.102,0.0,239.13,4.6,0,0,1,10,5,1
1.402,0.0,241.27,5.8,0,0,18,8,1,18
0.69,0.0,245.47,2.8,0,0,0,18,9,0
0.48,0.372,245.43,2.4,0,2,0,31,12,2
3.956,0.414,237.29,16.6,38,0,18,8,5,56
0.222,0.0,235.8,1.0,0,0,0,19,5,0
2.662,0.0,242.92,11.8,0,0,18,24,12,18
1.458,0.246,237.49,6.2,1,0,18,1,2,19
0.204,0.138,241.28,1.0,0,0,0,21,8,0
1.508,0.19,241.55,6.2,0,0,18,30,3,18
1.822,0.284,238.35,7.8,2,1,22,27,6,25
0.392,0.094,243.91,1.6,0,0,0,17,10,0
0.38,0.154,246.08,1.6,0,0,1,6,9,1
0.37,0.138,241.42,1.6,0,0,0,16,2,0
0.328,0.094,240.09,1.4,0,0,1,25,10,1
0.262,0.0,241.51,1.2,0,0,0,12,10,0
0.174,0.0,241.14,0.8,0,0,1,18,6,1
0.262,0.21,242.22,1.4,0,0,0,2,9,0
0.218,0.0,242.53,1.0,0,0,0,30,3,0
3.028,0.218,236.37,12.8,0,36,1,25,4,37
2.618,0.078,242.71,10.8,0,0,18,5,1,18
1.62,0.2,239.97,6.8,1,0,18,13,7,19
0.238,0.13,240.22,1.0,0,0,0,7,8,0
0.234,0.0,238.84,1.0,0,1,0,24,5,1
3.442,0.166,236.46,14.6,0,1,0,29,6,1
0.882,0.19,244.04,3.6,0,0,12,5,6,12
0.414,0.274,240.34,2.0,0,0,0,16,10,0
0.332,0.08,245.74,1.4,0,2,1,12,2,3
0.196,0.064,244.94,0.8,0,0,0,28,6,0
0.42,0.374,245.27,2.2,0,2,0,13,7,2
0.708,0.0,242.41,2.8,0,0,0,17,2,0
1.308,0.048,243.45,5.2,0,0,18,12,3,18
1.554,0.05,239.55,6.4,0,0,18,11,3,18
2.396,0.562,237.72,10.4,0,1,11,4,7,12
0.176,0.15,239.99,0.8,0,0,1,9,8,1
1.41,0.228,240.97,5.8,0,1,19,4,7,20
0.562,0.068,245.28,2.6,0,0,6,17,5,6
2.684,0.056,242.6,11.2,0,0,18,1,4,18
0.7,0.07,242.47,3.6,0,0,0,1,6,0
1.104,0.122,234.4,5.4,0,1,0,28,5,1
0.444,0.218,238.62,2.0,0,0,0,16,4,0
0.334,0.232,243.1,1.6,0,0,0,7,8,0
2.332,0.0,238.05,9.8,0,0,17,9,1,17
0.242,0.146,244.18,1.2,0,0,0,9,8,0
0.252,0.0,244.32,1.2,0,0,1,31,8,1
0.276,0.21,242.06,1.4,0,2,0,12,9,2
1.394,0.0,242.58,5.6,0,0,19,30,4,19
0.472,0.132,242.16,2.0,0,1,0,29,1,1
0.32,0.076,239.3,1.4,0,1,1,28,6,2
2.236,0.304,245.14,9.2,0,1,19,13,2,20
0.214,0.0,242.03,1.0,0,0,1,3,9,1
2.238,0.128,241.48,9.2,0,0,18,31,1,18
0.404,0.126,243.29,1.8,0,0,1,10,5,1
1.41,0.186,239.72,5.8,0,2,18,20,9,20
0.278,0.114,242.8,1.2,0,1,0,6,6,1
0.378,0.0,241.65,1.6,1,0,1,23,5,2
0.422,0.086,245.17,1.8,0,1,0,19,10,1
0.326,0.204,239.93,1.6,0,2,0,24,7,2
0.482,0.34,242.62,2.4,0,1,0,3,4,1
0.182,0.0,243.81,0.8,0,0,1,21,6,1
1.212,0.116,236.7,5.0,0,0,0,19,10,0
0.204,0.0,240.75,0.8,0,0,0,27,9,0
1.594,0.348,241.08,6.6,0,1,0,17,6,1
0.13,0.0,241.92,0.6,0,0,0,12,7,0
2.244,0.056,240.51,9.4,0,0,18,1,6,18
0.23,0.0,244.32,1.0,0,0,0,16,11,0
3.208,0.456,244.22,14.0,19,1,18,20,12,38
1.268,0.188,238.67,5.2,0,1,0,22,9,1
1.422,0.072,246.98,5.8,0,0,19,5,1,19
0.352,0.07,245.45,1.4,0,0,0,24,3,0
1.424,0.16,239.28,6.0,0,0,18,26,9,18
0.254,0.0,247.08,1.0,0,0,1,22,3,1
0.664,0.11,241.51,2.8,0,0,1,29,6,1
2.138,0.222,241.63,9.2,0,0,19,19,1,19
0.702,0.192,242.4,3.0,0,0,0,24,1,0
0.99,0.262,242.8,4.2,0,1,12,12,10,13
0.544,0.074,241.59,2.4,2,0,3,14,6,5
3.464,0.19,238.28,14.6,1,0,18,4,10,19
0.21,0.0,238.05,0.8,0,0,0,25,2,0
1.472,0.188,240.6,6.2,0,0,19,28,6,19
0.306,0.092,234.54,1.4,0,0,0,4,8,0
1.624,0.266,238.25,6.8,1,0,17,20,1,18
0.358,0.0,249.51,1.6,0,0,0,10,1,0
1.404,0.0,239.49,5.8,0,0,18,12,2,18
0.198,0.128,237.63,1.0,0,0,0,14,8,0
0.362,0.122,242.77,1.6,0,0,1,3,8,1
0.312,0.06,242.69,1.2,0,0,0,22,2,0
4.346,0.07,234.42,18.4,36,1,0,7,3,37
0.154,0.0,239.52,0.6,0,0,0,25,6,0
4.008,0.0,239.43,17.0,1,0,18,1,9,19
2.026,0.168,238.12,8.4,0,1,18,1,10,19
